,Unnamed: 0,Title,Opinion,Place,Gender,Age,Country,Date,Label
2613,2613,"""El mito de Guanajuato""","""El monumento al Pípila se levanta en la parte más elevada de la ciudad, y es el símbolo de la independencia mexicana. Desde el monumento al que se puede acceder con un cable carril o caminando, se tiene la vista más linda de la ciudad. Les aseguro que se van a asombrar.""",Monumento Pípila,Female,65,Argentina,23/04/2015,1
3461,3461,"""Interesante conocer""","""Experiencia interesante conociendo un poco más de cerca la momificación y de porque en Guanajuato se pudieron conservar de tal forma, impresionante el área de bebés y fetos.""",Museo de las Momias,Male,49,Uruguay,28/07/2015,1
1021,1021,"""Muy bueno""","""Luego de recorrer la ciudad incansablemente, merece la pena tomar el funicular y visitar este monumento, desde donde hay maravillosas vistas de la ciudad.""",Monumento Pípila,Female,40,Costa Rica,26/07/2017,1
3073,3073,"""En pareja excelente""","""Es un lugar que si visitas Guanajuato en pareja no puedes dejar de ir, por lo tradicional y colonial del lugar, esta excelente y no puedes dejar de besar a tu pareja en el lugar, el balcón es algo fuera de lo común.""",Callejón del Beso,Male,27,México,26/11/2012,1
3943,3943,"""Romántico""","""Si eres de esos enamorados, no puedes dejar de conocer este lugar… Y formar parte de la tradición del beso.""",Callejón del Beso,Male,32,México,26/12/2014,1
1585,1585,"""Genial""","""Puedes llegar por tour. O súbete en funicular por 25 pesos. Vista de toda la ciudad para tomar muy buenas fotos.""",Monumento Pípila,Female,36,Colombia,01/04/2018,1
1955,1955,"""Espacio de descanso""","""Un lindo sitio para darte un descanso después del recorrido por la ciudad,compras un helado, te sientas a la sombra y listo! A seguir disfrutando :)""",Jardín de la Unión,Female,21,Argentina,18/05/2015,1
3152,3152,"""Muy interesante""","""No hay muchas momias pero es muy interesante, también visiten la otra sala de la muerte.""",Museo de las Momias,Female,34,México,22/01/2012,1
34,34,"""El museo es muy limitado""","""Un lugar lleno de historia, con un museo muy limitado, algo tendría que hacer el gobierno del estado para poner atención en estas cosas.""",Alhóndiga,Male,46,México,06/04/2015,0
4014,4014,"""Cercanía con la muerte""","""Una experiencia única ver las condiciones de los cuerpos momificados, sólo por el efecto del terreno donde fueron sepultados, una sección cuenta con estudios de imagenolgia (Resonancia nuclear magnética) de todo el cuerpo.""",Museo de las Momias,Male,67,México,04/03/2017,1
775,775,"""Lugar muy original""","""Muy buen museo, un poco caro pero vale la pena pagarlo. Del hostal caminando llegamos en 15 minutos, el mercado también queda cerca ahí comimos excelente lugar para venir con tu pareja o tu familia.""",Museo de las Momias,Male,20,México,03/10/2016,1
2556,2556,"""¡Visita obligada si vas a Guanajuato!""","""Si estás en Guanajuato este lugar es una visita obligada, ya que desde este punto puedes tomar una fotografía panorámica de la ciudad, puedes llegar caminando o por el transporte, pero en cualquiera de las formas en que llegues tienes que estar ir ahí.""",Monumento Pípila,Female,33,México,25/11/2016,1
1478,1478,"""Wow""","""Este teatro es hermoso, incluso por fuera, te quita el aliento, por eso está calificado como el segundo teatro más hermoso de México.""",Teatro Juárez,Female,27,México,11/12/2016,1
1363,1363,"""No puede dejar de conocer si es que vas a Guanajuato""","""No son la gran cosa pero ir a Guanajuato y no ir a conocer las momias sería el colmo. El costo es barato $55 pesos adulto y niños $35 el recorrido es de menos de 30 minutos y la fila en fines de semana para entrar es de 20 minutos así que te llevará una hora, hay guías que te van platicando de la historia de cómo llegaron esos cuerpos desidratados ya que eso es lo que son en realidad, en la salida hay varios puestos de recuerdos baratos.""",Museo de las Momias,Female,33,México,25/10/2017,1
2612,2612,"""No te lo puedes perder…""","""Un sitio histórico y muy bonito donde todas la parejas deben pasar para darse su beso. Es también una maravillosa ruta hacia el Pípila.""",Callejón del Beso,Male,44,Mozambique,23/03/2016,1
2824,2824,"""Estupenda vista""","""Parada obligatoria en Guanajuato. Puedes subir y bajar por funicular por $36.00 MXP (un poco menos de 2 USD) aunque a veces es demasiado concurrido y tienes que hacer una espera muy larga. Vale la pena caminar entre los pequeños callejones y eres muy bien recompensado con la vista. Ya arriba puedes degustar frituras, aguas, dulces y todo lo típico de una ciudad colorida y pintoresca.""",Monumento Pípila,Male,27,México,14/02/2017,1
2041,2041,"""Interesante y bello""","""Tiene una importante obra de Rivera que suele ser más desconocida. Vale la pena ir, es bonito y muy interesante. Además tiene obra plástica de otros artistas.""",Casa de Diego Rivera,Female,24,Argentina,25/03/2015,1
241,241,"""Guanajuato no es sólo momias""","""Si bien es una curiosidad el museo y tiene gran promoción, la ciudad tiene muchos más lugares para ser visitados que en mi opinión valen más la pena, yo dejaría a las momias para el final y sólo si sobra tiempo para ello.""",Museo de las Momias,Male,33,México,26/09/2014,0
2061,2061,"Una vista de la universidad espectacular""","""El monumento invita a creer que se va a poder acceder a otra cosa y es decepcionante y latoso por la subida interna y no se puede quedar mucho tiempo arriba por la cantidad de gente y lo estrecho, pero vale la pena intentar subir por la vista que se aprecia.""",Monumento Pípila,Male,28,México,01/06/2016,1
2363,2363,"""Su entorno, su interior""","""Han de saber que Guanajuato es tan reducido en sus calles que ufffff como se batalla para encontrar estacionamiento. Sin embargo, La arquitectura barroca allá como en San Luis Potosí, Zacatecas, Querétaro, son bellísmas, plasmadas en sus edificios, casonas, alcantarillas, terrazas, balcones, jardines, etc. Y esta Basílica es una de ellas. Vale la pena visitarla cualquier época del año, también te invito a mi bello San Luis Potosí.""",Basilica Colegiata,Female,60,México,19/04/2012,1
600,600,"""Gran monumento historico, cerrado los dias festivos""","""Que pena que en nuestro país los días festivos en los establecimientos públicos estén cerrados. ¿Como es posible que sabiendo que los turistas son los días que tenemos para visitar museos y otros monumentos, estén cerrados? Viva México""",Alhóndiga,Male,50,México,05/02/2015,0
2435,2435,Museo muy importante,Este lugar es muy recomendable conocer. Aqui conoceras la historia de la independencia mas a detalle. Hay un guia que su explicacion es muy amena y lo hace mas interesante.,Alhóndiga,Male,-1,México,2019,1
2888,2888,"""Excelente""","""Vista panorámica inimaginable de todo Guanajuato, el monumento es impresionante una vez que se está frente a él y es un bonito lugar para comer al aire libre ya que hay puestos de comida alrededor.""",Monumento Pípila,Female,29,México,25/12/2017,1
646,646,"""Fila interminable""","""Es muy lejos, llegar a pie desde el centro es muy complicado todo en ascenso y muy pesado. Una fila interminable, cobran 1,600.00 por meter cámaras réflex lo cual me parece una exageración. Una hora y media de fila y no quedamos cerca de entrar.""",Museo de las Momias,Male,27,México,15/11/2016,0
3890,3890,"""Simple y bello""","""Una buena leyenda...a lo Romeo y Julieta...es mejor combinarlo con una callejoneada que cuestan solo 100 pesos...interesante para un Guanajuato lleno de historias.""",Callejón del Beso,Male,-1,México,09/04/2018,1
3556,3556,"""Muy bonito""","""Hermoso el edificio del teatro, tienes que visitarlo al estar en Guanajuato... una de las bellezas arquitectónicas de la ciudad.""",Teatro Juárez,Female,37,México,08/08/2017,1
3202,3202,Sitio Obligado,"Este es un recorrido muy interesante, lo ideal es tomar un guía que te explique , pues de otra forma la información es mínima y solo incluye un video de introducción
El estado de conservación de las momias es increíble y hay muchas piezas .
El recorrido dura unos 45 minutos . Es una visita obligada si estás en Guanajuato",Museo de las Momias,Female,-1,México,2019,1
1528,1528,"""Muy hermosa. Es una postal emblemática""","""Igualmente le da a Guanajuato un sentido y una razón. ¡¡Su arquitectura y su color!!""",Basilica Colegiata,Female,-1,México,19/07/2012,1
1267,1267,"""Ideal para caminar y disfrutar parte cultural de Guanajuato""","""Un excelente lugar para descansar y relajarte ya sea caminando o disfrutar sentado en las bancas de alrededor, hay buenos restaurantes para comer alrededor.""",Jardín de la Unión,Male,31,México,21/12/2015,1
1899,1899,"""Casa natal de Diego Rivera""","""Su casa natal, alberga hoy en día sus inicios con pinturas y grabados que quizá no son tan conocidos. Hoy en día se puede recorrer toda la casa, incluso se pueden comprar algunas reproducciones a un precio razonable. Hay que tener en cuenta que la casa tiene 3 pisos y muchas escaleras, algunas de escalones irregulares.""",Casa de Diego Rivera,Female,31,Argentina,30/01/2015,1
3005,3005,"""GENIAL PARA COMER ANTOJITOS""","""Esta es una de las visitas que disfrutaras, ya que hay comida tan variada como: tortas, tamales, elotes, malteadas, pasteles, chicharrón etc., hasta comidas corridas (aun que no las recomiendo), mejor come antojitos, los disfrutaras mas. Venden variedad de artesanías (solo hay que regatear y buscar el mejor precio). Y no olvides comprar dulces de charamuscas, son geniales para obsequios. Pues, espero que lo disfrutes tanto como nosotros y feliz viaje! :)""",Mercado Hidalgo,Female,41,México,28/01/2017,1
2734,2734,"""Si las paredes hablaran""","""La visitamos el día 31 de Diciembre por lo que cerraban a las 2 p.m, aun así tuvimos la oportunidad de contemplarla y tomar unas excelentes fotos. El edificio es muy bonito para haber sido disenado como una bodega de alimentos, este edificio construido a finales del siglo XVIII, empleado en un principio como almacén y comercio de granos Fue escenario de la lucha de independencia de México, ya que durante el ataque por el ejército insurgente, en su interior se refugiaron familias españolas y se acuartelaron las tropas realistas, por lo que fue atacado por las por Miguel Hidalgo y Costilla e Ignacio Allende, al final el edificio fue tomado y mataron a sus ocupantes. Aqui es donde entra la historia del Pipila que segun los guias de Guanajuato realmente no existio. Si lo visitas revisa las esquinas altas del edificio exterior donde podras ver las jaulas donde pusieron las cabezas de Miguel Hidalgo, Juan Aldama, Ignacio Allende y José Mariano Jiménez.""",Alhóndiga,Male,52,Argentina,18/01/2016,1
189,189,"""Templo sencillo, notable iluminación de noche""","""La Basílica de Guanajuato es el corazón de la ciudad. La arquitectura es sencilla, el exterior es mayormente liso en color ocre, sólo la portada y las torres tienen ornamentación. El altar principal es neoclásico, En sí el templo no es sobresaliente, lo más notable es la iluminación exterior de noche.""",Basilica Colegiata,Male,23,México,01/06/2017,0
1806,1806,"""Muy bien""","""Tiene vista increíble. Muy buen recorrido. El guía fue muy bueno en la explicación y servicial. Recomendado.""",Monumento Pípila,Male,41,Chile,19/02/2018,1
975,975,"""Familia""","""Lo mejor te remonta a otras épocas de muy excelente comunión y una gran experiencia, el personal muy agradable.""",Museo de las Momias,Male,29,Argentina,13/08/2016,1
2747,2747,"""Museo lleno de historia""","""Excelente lugar, con mucha historia y tradición, viajo cada año a Guanajuato y sin falta este es un lugar que no te cansas de visitar. Demasiada historia en ese lugar.""",Museo de las Momias,Female,24,México,30/09/2016,1
2047,2047,"""Algo macabro, pero vale la pena""","""Es un lugar para convivir con la muerte, pues sólo vas a ver cuerpos deshidratados. Macabro en sí, pero se vuelve un espectáculo atractivo.""",Museo de las Momias,Male,46,México,21/03/2013,1
2558,2558,"""Es un Must!""","""No puedes decir que fuiste a Guanajuato sino visitas la Universidad y te tomas una foto es las escalinatas.

Normalmente hay dos lugares donde suele haber exposiciones de arte.
1) Al subir las escalinatas
2) Al pie de las escalinatas sobre la calle de Positos.

Si vas entre semana es más fácil que entres al interior y puedas apreciar la arquitectura. Los fines de semana está cerrado.""",Universidad de Guanajuato,Female,38,México,12/04/2014,1
