,Title,Opinion,Place,Gender,Age,Country,Date,Label
4341,"""Encuentras de todo""","""Está muy cerca del hotel Insurgente Allende, encuentras de todo lo típico de Guanajuato, los souveniers, baratos y caros para todos los gustos.""",Mercado Hidalgo,Female,-1,México,01/11/2016,1
4342,"""Excelentes exposiciones""","""El recinto no solo contenía obra plástica de Diego Rivera, tenía dos exposiciones extras y algo que agradecí es que tenían una Expo de un artista plástico actual ""Ramlo"" Muy buen trabajo al amueblar con materiales que te transportan a la infancia de uno de los grandes muralistas de México. Buen precio con credencial de estudiante.""",Casa de Diego Rivera,Female,24,México,04/04/2016,1
4343,"""Un museo muy interesante pero muy poco moderno""","""El museo es muy bueno por todo lo que contiene. Conviene hacerlo con un guía (son gratuitos) para que explique detalles importantes que no se deducen a simple vista. No tiene muchas explicaciones escritas. Tecnológicamente está atrasado pero en Guanajuato es un lugar que debe ser visitado sí o sí.""",Museo de las Momias,Male,35,Argentina,31/12/2015,1
4344,"""Para ponerse romántico""","""El callejón del beso es un must cuando vas a Guanajuato, dale una propia a los niños que te cuentan la historia créeme que te harán reír y pues pasarás un momento agradable.""",Callejón del Beso,Male,38,Chile,23/03/2016,1
4345,"""Imperdible""","""Todo es digno de ser visto una y otra vez, y una y otra vez. y una....
Es de gran belleza tanto por fuera como por dentro. Hicimos una visita guida merced a un amigo que vive en Mexico y nos enteramos de la historia del Teatro y otros detalles. Si pueden vayan a la página web de Guanajuato y ahi se detallan algunos aspectos de este imperdible teatro.""",Teatro Juárez,Male,59,Argentina,22/01/2014,1
4346,Bueno museo con una gran colección,"La casa natal de Diego Rivera es un sitio muy agradable para visitar en el centro de Guanajuato. Tiene una gran colección de dibujos y pinturas de este notable artista mexicano del siglo 20. El museo consta de cuatro pisos. En la planta baja se encuentra una zona de exposiciones temporales y en los pisos subsiguientes se ubican pinturas y dibujos de las diferentes épocas de Diego Rivera; desde su infancia y adolescencia, su paso por París y la transformación al cubismo; y su obra plástica madura que incluye bocetos para murales, óleos y litografías. Definitivamente es un excelente museo y vale la pena dedicar a la visita al menos 2 horas",Casa de Diego Rivera,Male,-1,México,2019,1
4347,"""La mejor vista de la ciudad""","""El camino hacia el monumento es interesante, pasas por una área residencial muy peculiar, de subida ves además del cerro con la cara de Jesus, la forma como están hechas las casas en las laderas del cerro, en forma vertical con la cochera en él techo. La vista allá arriba es espectacular, recomendable ir al atardecer. Sólo pagas estacionamiento.""",Monumento Pípila,Male,53,México,31/12/2015,1
4348,"""¡No puede faltar la foto!""","""Para mí el callejón del beso es la atracción principal de Guanajuato, ya que en un momento simboliza el encanto de esta ciudad hecha de callejones y tradición. No dejen de ir.""",Callejón del Beso,Female,17,México,12/01/2018,1
4349,"""Interesante""","""Es interesante ver que todas las momias que ahí se exhiben fueron momificadas por un proceso natural debido al subsuelo del panteón.""",Museo de las Momias,Male,31,México,18/07/2013,1
4350,"""Nuestra historia""","""Desde el momento en que ves este edificio comienzas a tratar de viajar en el tiempo, es imposible no comenzar a imaginar esos pasajes que en algún momento estudiamos en la escuela. Realmente es maravilloso, algo que no te puedes perder si visitas esta ciudad.""",Alhóndiga,Female,23,México,14/12/2013,1
4351,Un lugar grato de recorrer.,"La forma en que ha crecido la casa de Diego Rivera, le brinda un toque lúdico a su recorrido, hay salas de diferentes tamaños y estilos en distintos niveles, la ubicación de la casa es excelente y el lugar cuenta con una energía muy grata. tuve la fortuna de estar ahí visitando una exposición del artista Celayense Jorge Ramlo. la cual por cierto me pareció verdaderamente brillante.",Casa de Diego Rivera,Male,-1,N/I,2017,1
4352,"""Colores y sabores""","""Es un tipico mercado local lleno de vida, que te invita a recorrer todos sus pasillos y puestos en busca de algo inesperado como recuerdo o algo delicioso para disfrutar, enmarcado con una edificacion muy particular.""",Mercado Hidalgo,Male,25,México,04/11/2014,1
4353,"""Un lugar realmente hermoso""","""Un lugar que no puedes dejar de visitar ya que es el centro de todo restaurantes,bares,las callejoneadas y muchas cosas mas.""",Jardín de la Unión,Female,-1,México,10/01/2012,1
4354,"""Muy bello""","""Verdaderamente impresionante, si tienen la oportunidad de entrar, haganlo. En el recorrido que hicimos nos introdujeron un poco y si no mal recuerdo, este teatro y el Mercado Hidalgo fueron construidos en el Porfiriato y es un dato muy importante e interesante, insisto, si tienen oportunidad de ver el interior, haganlo.""",Teatro Juárez,Male,62,México,27/09/2012,1
4355,"""Lugares mágicos""","""Guanajuato una ciudad históricamente hermosa, debido a que en ese lugar nace una de las gestas mas significativo de la historia de México, como lo es el nacimiento de la Independencia de México, es un Estado que cuenta con Pueblos designados así por su historia, lugares donde el ambiente que se brinda a los paseante hace que se sientan como en su propio lugar de origen, Guanajuato cuenta con una diversidad en gastronomía, paisajes maravillosos, y lugares históricos como ningún otro estado de la República Mexicana, sus templos son bellisimos y datan de una antigüedad igual que su Historia como se demuestra con su bella y hermosisima Catedral de Guanajuato un lugar digno de ser Incluido en cualquier tour, cuando se visite la Ciudad de México. Teniendo lugares de paseo como León su Capital; Dolores Hidalgo: Silao y muchos lugares mas, cuenta con un sin numero de Artesanía para todos los gustos. También es de admira el museo de Jose Alfredo Jimenez compositor y cantante, famoso por sus canciones""",Basilica Colegiata,Male,72,México,24/09/2014,1
4356,"""Preciosa y con las puertas siempre abiertas""","""La Basílica de Nuestra Señora de Guanajuato es una hermosa iglesia barroca construida en tiempos de la colonia. Fue financiada por Felipe II y elevada en acción de gracias a la Virgen María por la prosperidad que esta ciudad minera le daba a la corona española. Está ubicada en el centro de la ciudad, frente a una plaza triangular, la de la paz, y sus puertas están generalmente abiertas. Es un templo de culto así que el visitande debe guardar una actitud respetuosa. No hay ningún tipo de tarifa por entrar y se puede admirar la grandeza de su arquitectura sin mayor requisito aue querer entrar. Al costado se enxuentra la pinacoteca. La entrada cuesta diez pesos, es decir, menos de veinte centavos de euro y ahí se puede apreciar una miestra interesante de arte sacro del tiempo virreinal. Estar en Guanajuato y visitar esta basílica es llegar al corazón mismo de la ciudad y una forma de palpar sus latidos. Tal vez no sólo los actuales, también se oueden colar algunos del pasado.""",Basilica Colegiata,Female,52,México,02/08/2015,1
4357,"""Historia rápida""","""No había entrado al museo, tiene varias salas en ambas plantas desde la época prehispánica hasta la edad moderna, como mexicano me pareció un tanto engorroso por que las piezas no aportan a lo que ya se conoce, para mi mas bien perdí un poco el tiempo recorriendo las salas, por otro lado la arquitectura del lugar esta padre en las escaleras tiene murales muy chidos, y la parte externa es lo mejor, cobran $50 por entrar y es forzoso dejar mochilas en paquetería aunque es gratis el servicio, lo que no esta padre es que te cobren por sacar fotografías ($30)""",Alhóndiga,Male,56,México,05/09/2016,1
4358,"""No vayas solo""","""Este lugar es mágico bueno para los que tenemos parejas las cuales si vienen a Guanajuato tienen que ir hay es recomendable ir con las estudiantinas que hacen que el recorrido sea divertido y muy agradable al final pasan a ese callejón donde te tienes que dar el beso de amor.""",Callejón del Beso,Male,31,México,01/06/2016,1
4359,"""Romántico""","""Todas las estudiantinas pasan por ahí no puedes dejar de visitarlo y darte un beso con tu pareja en el escalón rojo.""",Callejón del Beso,Male,27,México,05/07/2015,1
4360,"""No puedes dejar de visitarlo""","""De verdad si vienes a Guanajuato, no puedes dejar de venir y conocer el Teatro Juárez, además de ser espectacular es PRECIOSO.""",Teatro Juárez,Male,46,México,27/04/2014,1
4361,"""PADRÍSIMO""","""Otro lugar que no se puede dejar de visitar y tomar las respectivas fotos. Tiene una vista espectacular de la ciudad.""",Monumento Pípila,Male,38,México,17/07/2015,1
4362,"""Lo impresionantemente estrecho de la arquitectura colonial""","""¿Cuántos callejones tiene Guanajuato? ¿Como se aprovecho el terreno y los problemas para su construcción? Estos mudos testigos de tórridos romances y guerrillas así como de la Independencia cuantos se esconderían en sus callejones y ¿Cuántos historias de amor no contadas verian sus balcones? ¿O cuántas otras historias? que la mente pueda imaginar.""",Callejón del Beso,Male,56,Estados Unidos,29/10/2015,1
4363,Vive la experiencia!,"Un area verde muy bonita en Guanajuato, rodeada de los chicos de la callejoneada y sobre todo por sus increíbles mariachis! ❤️❤️❤️",Jardín de la Unión,Male,-1,México,2019,1
4364,"""Excelente""","""Si quieres conocer Guanajuato, te recomiendo que vayas primero ahí, así puedes ver desde esa altura gran parte de la ciudad, aparte que tiene un teleférico para poder llegar ahí. Sumamente romántico.""",Monumento Pípila,Female,31,México,01/10/2014,1
4365,A must,"Ir a este lugar es algo que tienes que hacer, es parte de la 
historia de Gto. La foto del recuerdo la tienes que llevar.",Callejón del Beso,Female,-1,México,2018,1
4366,"""Histórico""","""Espectacular como toda la ciudad, ubicado en el centro y siempre abarrotado de artistas que se presentan a la gran cantidad de viajeros que permanecen en la ciudad.""",Teatro Juárez,Male,30,Colombia,02/05/2017,1
4367,"""Lugar mágico""","""Una visita que no puedes dejar de hacer cuando vayas a Guanajuato, un lugar hermoso, con mucha historia y que junto con los guías te hará viajar en el tiempo al porfiriato, lleva cámara valdrá la pena.""",Teatro Juárez,Male,33,México,31/12/2017,1
4368,"""Una linda casa de este artista""","""La casa esta muy bonita, muy grande, tiene muchas cosas originales y personales del artista, muchas de sus obras son originales, sin duda debes visitarlo.""",Casa de Diego Rivera,Male,31,México,10/01/2016,1
4369,"""Bonitas artesanías""","""El mercado en Guanajuato es un lugar tradicional donde se vive la artesania, los dulces y la comida popular, la gente es amable y venden bonitos juguetes de madera y otros objetos, recomendable.""",Mercado Hidalgo,Female,32,México,20/03/2014,1
4370,"""EL CORAZÓN DE LA HISTORIA DE MÉXICO""","""Maravilloso sitio, muy gráfico para aprender historia super didáctico, las salas muy bellas y organizadas, el personal muy amable. Imperdible.""",Alhóndiga,Female,30,Perú,03/06/2018,1
4371,"""Excelente vista""","""Lo más sobresaliente es la excelente vista de la ciudad desde este lugar, algo que no deben perderse.""",Monumento Pípila,Male,35,México,15/01/2017,1
4372,"""Antigua estación de trenes""","""Un lugar grande y emblemático podrás encontrar desde dulces cremeria y demás cosas siempre esta lleno. Un lugar limpio podrás comer las guacamayas que es una torta de chicharrón y chile visita obligada.""",Mercado Hidalgo,Male,45,México,21/11/2017,1
4373,"""Refrescante y bello a la vez""","""Es pequeño, rodeado por bares y multitud de gente, muy recomendable en domingo, o tuvimos suerte quizás, ya que había una banda tocando música, muy divertido. Y es refrescante porque frente al calor, al estar la plaza cubierta de verde, se puede descansar un buen rato.""",Jardín de la Unión,Male,72,México,10/04/2016,1
4374,"""Grato""","""Excelente experiencia un lugar que todos debemos visitar por su belleza y sus atractivos, mucha historia.""",Museo de las Momias,Male,31,Costa Rica,09/06/2017,1
4375,"""Interesante, un must see""","""Un lugar al que no puedes dejar de ir. Te sugiero tomar la explicación del guía, pues da detalles interesantes del lugar y de las momias. Mejor ir por tu cuenta, usando transporte público, toma el camión que dice 'momias' sale frente a la Alhóndiga de Granaditas, y te deja a unos cuantos metros.""",Museo de las Momias,Female,18,México,13/03/2012,1
